parent-location,GEOID,2014_Filings,2015_Filings,2016_Filings,Total_Filings,2014_Evictions,2015_Evictions,2016_Evictions,Total_Evictions,eviction-rate
"Kings County, New York",36047040800,9,8,16,33,5,6,10,21,0.636363636
"Kings County, New York",36047069200,11,12,10,33,7,9,5,21,0.636363636
"Richmond County, New York",36085015601,,,11,11,,,7,7,0.636363636
"Kings County, New York",36047070201,15,4,6,25,10,3,3,16,0.64
"Richmond County, New York",36085011201,,,25,25,,,16,16,0.64
"Richmond County, New York",36085022600,,,25,25,,,16,16,0.64
"Richmond County, New York",36085024800,,,25,25,,,16,16,0.64
"Richmond County, New York",36085007500,,,39,39,,,25,25,0.641025641
"Kings County, New York",36047098200,6,9,52,67,5,2,36,43,0.641791045
"Richmond County, New York",36085018901,,,14,14,,,9,9,0.642857143
"Richmond County, New York",36085012200,,,17,17,,,11,11,0.647058824
"Richmond County, New York",36085022300,,,34,34,,,22,22,0.647058824
"Kings County, New York",36047093200,7,9,4,20,4,6,3,13,0.65
"Richmond County, New York",36085006700,,,20,20,,,13,13,0.65
"Bronx County, New York",36005038800,,,52,52,,,34,34,0.653846154
"Kings County, New York",36047102000,12,4,10,26,8,2,7,17,0.653846154
"Richmond County, New York",36085013302,,,50,50,,,33,33,0.66
"Bronx County, New York",36005031800,,,3,3,,,2,2,0.666666667
"Bronx County, New York",36005037000,,,42,42,,,28,28,0.666666667
"Bronx County, New York",36005043000,,,30,30,,,20,20,0.666666667
"Kings County, New York",36047017200,8,11,8,27,8,4,6,18,0.666666667
"Kings County, New York",36047020400,0,1,2,3,0,1,1,2,0.666666667
"Kings County, New York",36047057400,6,6,3,15,6,3,1,10,0.666666667
"Kings County, New York",36047061600,3,0,3,6,3,0,1,4,0.666666667
"Kings County, New York",36047067600,8,4,3,15,7,1,2,10,0.666666667
"Kings County, New York",36047099000,9,11,13,33,6,7,9,22,0.666666667
"Kings County, New York",36047099600,22,17,18,57,17,11,10,38,0.666666667
"Richmond County, New York",36085011202,,,18,18,,,12,12,0.666666667
"Richmond County, New York",36085014605,,,6,6,,,4,4,0.666666667
"Richmond County, New York",36085019700,,,3,3,,,2,2,0.666666667
"Richmond County, New York",36085020100,,,18,18,,,12,12,0.666666667
"Richmond County, New York",36085027301,,,6,6,,,4,4,0.666666667
"Kings County, New York",36047007100,10,8,40,58,3,4,32,39,0.672413793
"Kings County, New York",36047002300,4,6,64,74,3,0,47,50,0.675675676
"Kings County, New York",36047091000,7,15,80,102,1,2,66,69,0.676470588
"Bronx County, New York",36005028800,,,25,25,,,17,17,0.68
"Kings County, New York",36047044600,5,7,7,19,2,6,5,13,0.684210526
"Richmond County, New York",36085014100,,,19,19,,,13,13,0.684210526
"Richmond County, New York",36085020801,,,19,19,,,13,13,0.684210526
"Kings County, New York",36047091200,5,5,89,99,0,3,65,68,0.686868687
"Richmond County, New York",36085000800,,,32,32,,,22,22,0.6875
"Richmond County, New York",36085009601,,,26,26,,,18,18,0.692307692
"Richmond County, New York",36085019800,,,13,13,,,9,9,0.692307692
"Richmond County, New York",36085013400,,,23,23,,,16,16,0.695652174
"Bronx County, New York",36005008400,,,20,20,,,14,14,0.7
"Kings County, New York",36047048900,5,3,72,80,0,0,56,56,0.7
"Kings County, New York",36047085000,2,3,5,10,2,2,3,7,0.7
"Richmond County, New York",36085029103,,,20,20,,,14,14,0.7
"Kings County, New York",36047094402,2,1,44,47,0,1,32,33,0.70212766
"Richmond County, New York",36085023900,,,27,27,,,19,19,0.703703704
"Richmond County, New York",36085001700,,,17,17,,,12,12,0.705882353
"Bronx County, New York",36005018400,,,24,24,,,17,17,0.708333333
"Kings County, New York",36047121000,3,5,68,76,1,1,52,54,0.710526316
"Bronx County, New York",36005016600,,,14,14,,,10,10,0.714285714
"Kings County, New York",36047025000,1,3,3,7,0,2,3,5,0.714285714
"Kings County, New York",36047072600,11,3,7,21,7,3,5,15,0.714285714
"Kings County, New York",36047101600,7,5,2,14,4,5,1,10,0.714285714
"Richmond County, New York",36085002001,,,7,7,,,5,5,0.714285714
"Richmond County, New York",36085025100,,,14,14,,,10,10,0.714285714
"Kings County, New York",36047002901,2,5,58,65,1,0,46,47,0.723076923
"Kings County, New York",36047057200,9,10,68,87,1,2,60,63,0.724137931
"Richmond County, New York",36085014606,,,22,22,,,16,16,0.727272727
"Richmond County, New York",36085017007,,,11,11,,,8,8,0.727272727
"Bronx County, New York",36005034400,,,15,15,,,11,11,0.733333333
"Kings County, New York",36047110600,10,10,91,111,6,2,74,82,0.738738739
"Kings County, New York",36047014800,4,3,1,8,4,2,0,6,0.75
"Kings County, New York",36047063600,2,0,2,4,2,0,1,3,0.75
"Richmond County, New York",36085018100,,,4,4,,,3,3,0.75
"Kings County, New York",36047121400,6,2,73,81,6,1,54,61,0.75308642
"Kings County, New York",36047028502,2,6,37,45,2,1,31,34,0.755555556
"Kings County, New York",36047103400,5,2,79,86,0,0,66,66,0.76744186
"Bronx County, New York",36005043600,,,26,26,,,20,20,0.769230769
"Kings County, New York",36047053700,2,4,3,9,2,2,3,7,0.777777778
"Richmond County, New York",36085017700,,,9,9,,,7,7,0.777777778
"Kings County, New York",36047024800,3,3,8,14,2,3,6,11,0.785714286
"Richmond County, New York",36085015603,,,10,10,,,8,8,0.8
"Kings County, New York",36047019800,4,5,2,11,4,4,1,9,0.818181818
"Kings County, New York",36047040400,8,7,3,18,7,6,2,15,0.833333333
"Richmond County, New York",36085016901,,,6,6,,,5,5,0.833333333
"Kings County, New York",36047111000,2,5,84,91,1,0,77,78,0.857142857
"Richmond County, New York",36085018701,,,7,7,,,6,6,0.857142857
"Bronx County, New York",36005031400,,,8,8,,,7,7,0.875
"Bronx County, New York",36005031000,,,12,12,,,11,11,0.916666667
"Richmond County, New York",36085024401,,,15,15,,,14,14,0.933333333
"Bronx County, New York",36005011000,,,2,2,,,2,2,1
"Kings County, New York",36047016400,0,0,1,1,0,0,1,1,1
"Kings County, New York",36047056200,0,0,1,1,0,0,1,1,1
"Richmond County, New York",36085015602,,,2,2,,,2,2,1
"Richmond County, New York",36085017009,,,6,6,,,6,6,1
"Richmond County, New York",36085017012,,,10,10,,,10,10,1
"Richmond County, New York",36085022800,,,1,1,,,1,1,1
